1311 BRADSHAW ST, 27262, SingleFamily, 1954, 5227, 746, 36437
308 OAKWOOD ST, 27262, SingleFamily, 1905, 11761, 2460, 118418
801 W WILLIS AV, 27260, SingleFamily, 1918, 6970, 1116, 40249
4290 PLANTATION RIDGE LN, , , , , , 
810 E FAIRFIELD RD, 27263, SingleFamily, 1952, 11325, 900, 57994
143-B W HARTLEY DR, , , , , , 
1236 BURKSTON CT, 27262, SingleFamily, 2006, 9148, 1930, 149178
218 AVONDALE ST, 27260, SingleFamily, 1953, 24, 772, 37252
3615 AKERS CT, 27263, SingleFamily, 1995, 9583, 1064, 98772
200 MORGAN PL/BROCKETT AV, , , , , , 
411-1419 PARK ST, , , , , , 
2109 BRIARCLIFF DR, 27265, SingleFamily, 1972, 15682, 1693, 110312
716 ELLWOOD DR, 27260, SingleFamily, 1956, 20473, 950, 46028
2605 ERNEST ST, 27263, SingleFamily, 1975, 9583, 1130, 84389
517-B E COMMERCE AV, , , , , , 
610 HINES ST, 27260, SingleFamily, 1954, 6970, 1102, 42944
214 OAKVIEW RD, 27265, SingleFamily, 1939, 8712, 1110, 53521
600 CORK TREE LN, , , , , , 
306 COLTRANE AV, 27260, SingleFamily, 1999, 10454, 1138, 78677
2305 N CENTENNIAL ST, 27265, SingleFamily, 1956, 12197, 1144, 53613
1104 GREENSBORO RD, , , , , , 
1009 CHARLOTTE AV, 27262, SingleFamily, 1959, 8276, 988, 48489
924-F LAKECREST AV, , , , , , 
2208 E LEXINGTON AV, 27262, SingleFamily, 1950, 8712, 759, 39162
117-C OAKWOOD ST, 27262, MultiFamily2To4, 1913, 18600, 4098, 208764
206 NORTHVIEW ST, 27260, SingleFamily, 1948, 14014, 888, 55336
200-BLK WOODBURY ST, , , , , , 
1479-D WEST AV, , , , , , 
6155-3C RED CEDAR DR, , , , , , 
328 PLAYER DR, 27260, SingleFamily, 1947, 9148, 886, 48820
309-B N HALL ST, 27263, MultiFamily2To4, 1972, 16020, 1421, 72394
1310 W GREEN DR, 27260, SingleFamily, 1925, 6800, 992, 64641
212 EDGEDALE DR, 27262, SingleFamily, 1931, 10454, 3442, 359860
801 N ELM ST, 27262, SingleFamily, 1965, 73180, 13416, 2681609
3901 HEIDI DR, 27265, SingleFamily, 1988, 20473, 1503, 143140
1657 CORYTON WY, 27260, SingleFamily, 2005, 6969, 2442, 129966
209-E TYSON CT, , , , , , 
2438 WILLIAMS AV, 27262, SingleFamily, 1953, 7841, 875, 39978
1315-A POTTS AV, 27260, SingleFamily, 1936, 15000, 1296, 78593
1219 TURNEY CT, 27262, SingleFamily, 2005, 9583, 2092, 149991
606-A CARR ST, 27262, SingleFamily, 1950, 10890, 1642, 56718
527 ASHBURN ST, 27260, SingleFamily, 1957, 10019, 1238, 53495
1004 OLD PLANK RD, , , , , , 
1422 S MAIN ST, , , , , , 
612 E KEARNS AV, 27260, SingleFamily, 1989, 7405, 952, 47055
1216 R C BALDWIN AV, 27260, SingleFamily, 1969, 5663, 816, 37002
3388 CHERRYBROOK DR, 27282, SingleFamily, 1997, 70, 1927, 172798
304-A ANAHEIM ST, , , , , , 
313 W GREEN DR, 27263, SingleFamily, 1950, 29860, 1086, 89820
2519-B AMBASSADOR CT, , , , , , 
4050 PIEDMONT PW, , , , , , 
800 S MAIN ST, , , , , , 
1403 LYNWOOD TE, , , , , , 
2504-E AMBASSADOR CT, , , , , , 
999 CARTER ST/E COMMERCE AV, , , , , , 
1527 SHELDON CT, 27260, SingleFamily, 1950, 37897, 3425, 212588
208-D WINDLEY ST, , , , , , 
506 E LEXINGTON AV, 27262, SingleFamily, 1999, 6534, 1170, 49508
2202 E LEXINGTON AV, 27262, SingleFamily, 1950, 11326, 744, 38795
504 E DAYTON AV, 27262, SingleFamily, 2001, 8712, 1200, 76586
1215 LINCOLN DR, , , , , , 
509-B RICHARDSON AV, 27260, MultiFamily2To4, 1952, 9450, 1330, 72231
306-2H ARDALE DR, 27260, Condominium, 1998, 436, 1024, 69349
1599 JOHNSON ST/E STATE AV, , , , , , 
4029 PUMP STATION RD, 27260, SingleFamily, 1950, 18295, 728, 44688
3015-A INGLESIDE DR, 27265, Apartment, , , 733, 
1920 E GREEN DR, , , , , , 
2921 MEDIAN CT, 27260, SingleFamily, 1999, 18295, 1183, 86773
817 HOPEWELL ST, 27263, SingleFamily, 2006, 4356, 1342, 102428
207-A EDGEWORTH ST, 27262, SingleFamily, 1939, 6098, 1014, 65020
1728-1A ABBERTON WY, 27260, Apartment, , , 1456, 
2314 EDGEWOOD DR, 27262, SingleFamily, 1938, 12197, 1174, 63682
1522 WILTSHIRE ST, 27265, SingleFamily, 1969, 10454, 1250, 65042
2501 DALLAS AV, 27265, SingleFamily, 1955, 8276, 1138, 49153
2221-E SHADOW VALLEY RD, 27265, MultiFamily2To4, 1973, 476982, 97912, 3248266
2199 S MAIN ST/MODEL FARM RD, , , , , , 
1123 TABOR ST, 27262, SingleFamily, 1958, 10454, 962, 48118
1290-1B BURTON AV, , , , , , 
1459 CEDROW DR, 27260, SingleFamily, 1971, 13504, 1188, 69326
1414 WILTSHIRE ST, 27265, SingleFamily, 1937, 13504, 1275, 73339
6059 BIRKDALE DR, 27265, SingleFamily, 2001, 4356, 2048, 140632
204-C NORTHPOINT AV, 27262, Condominium, 1972, 436, 738, 38376
4001-3A RIVER POINTE PL, , , , , , 
3712 ROLLING RD, 27265, SingleFamily, 1965, 20473, 1066, 96482
3217 ROLLING RD, 27265, SingleFamily, 1972, 12632, 1464, 120819
800 GAINES AV, 27263, SingleFamily, 1943, 9148, 784, 43578
2525-G AMBASSADOR CT, , , , , , 
802 WESTCHESTER DR, , , , , , 
3010-2A INGLESIDE DR, , , , , , 
2818 MORELAND AV, , , , , , 
716 SOUTH RD, 27262, SingleFamily, 1983, 8712, 812, 50178
1311 OVERLAND DR, 27262, SingleFamily, 1979, 22651, 2448, 198591
506 FORREST ST, 27262, SingleFamily, 1954, 7405, 936, 37960
799 BAKER RD/KNIGHTDALE AV, , , , , , 
199 W BELLEVUE DR/EASTOVER PL, , , , , , 
809 EDINBURGH DR, 27282, SingleFamily, 1979, 13939, 1209, 100042
2916-A E KIVETT DR, , , , , , 
2001 N MAIN ST, , , , , , 
2708 ALLEN JAY RD, 27263, SingleFamily, 1971, 9148, 1055, 70583
1009 E KEARNS AV, 27260, SingleFamily, 1957, 13503, 1075, 41444
1804 FRANKLIN AV, 27260, SingleFamily, 1984, 7405, 1000, 39490
4503 VERANDA LAKE CT, , , , , , 
1621 N MAIN ST, , , , , , 
1301 WISE AV, 27260, SingleFamily, 1968, 11761, 700, 46504
131-3A JAMES RD, 27265, Condominium, 2003, 436, 1202, 77192
913 PARK ST, 27260, SingleFamily, 1914, 7405, 876, 38057
708 HENDRIX ST, 27260, SingleFamily, 1993, 6098, 1113, 75650
1011-4B N MAIN ST, , , , , , 
304 UNDERHILL ST, 27260, SingleFamily, 1922, 8276, 1462, 47252
1410-D DAVIS AV, , , , , , 
1404-B FURLOUGH AV, 27260, MultiFamily2To4, 1968, 7290, 1352, 49356
1224 DELK DR, 27262, SingleFamily, 1960, 9583, 1176, 50401
1409-B E COMMERCE AV, , , , , , 
3441 LILLIEFIELD LN, 27265, SingleFamily, 2007, 7405, 2281, 195985
232-C BRENTWOOD ST, 27260, SingleFamily, 1971, 11761, 1238, 78300
301 PLAYER DR, 27260, SingleFamily, 1947, 15246, 1325, 63279
2880 WATERSTONE LP, 27265, Condominium, 2004, 1742, 1244, 103007
849 EVANS ST/E COMMERCE AV, , , , , , 
1501 WAVERLY ST, 27265, SingleFamily, 1949, 19602, 1040, 48417
1100 BLAIN ST, 27262, SingleFamily, 1925, 9148, 1108, 38105
823 PARLIAMENT ST, 27265, SingleFamily, 1968, 14375, 1920, 121606
3505 BLAIRWOOD ST, 27265, SingleFamily, 1998, 16552, 2296, 194906
900 EASTCHESTER DR, , , , , , 
1101 ENTERPRISE DR, 27260, SingleFamily, 1981, 13504, 1324, 84808
701 S ELM ST, , , , , , 
604-2D CLARA COX WY, , , , , , 
1333 BAILEY CI, , , , , , 
500 WOODROW AV, 27262, SingleFamily, 1920, 7841, 1200, 51791
1822 PERSHING ST, 27260, SingleFamily, 1957, 13504, 975, 46785
214 N LINDSAY ST, 27262, SingleFamily, 1928, 7400, 1617, 96088
706 BARBEE AV, 27260, SingleFamily, 1938, 6098, 1132, 44269
115-6A CHESTNUT DR, , , , , , 
1704 EDMONDSON PL, , , , , , 
799 CARTER ST/LEONARD AV, , , , , , 
845 DOGWOOD CI, , , , , , 
914 VIKING DR, 27265, SingleFamily, 1979, 45738, 1864, 188078
1599 WAVERLY ST/WOODRUFF AV, , , , , , 
1411 LYNWOOD TE, , , , , , 
1500-BLK WOODSIDE AV, , , , , , 
1001-A WILSON PL, 27260, Townhouse, 2006, 13503, 1300, 108190
1706 EDMONDSON PL, , , , , , 
603 GRAND ST, 27260, SingleFamily, 1986, 21780, 1090, 77988
724 HENDRIX ST, 27260, SingleFamily, 1960, 15682, 999, 70818
810 VAIL AV, 27260, SingleFamily, 1910, 7841, 1110, 41895
212 ORVILLE DR, 27260, SingleFamily, 1991, 27442, 1440, 72006
2313 DOVER PL, 27265, SingleFamily, 1968, 16988, 3000, 223129
1506 HIDDEN CREEK TE, , , , , , 
2305 WESTCHESTER DR, , , , , , 
1256 SCARLETT DR, 27265, SingleFamily, 2004, 20038, 2000, 157808
2112 GORDON RD, 27265, SingleFamily, 1970, 25265, 1161, 80004
230-E BRENTWOOD ST, , , , , , 
1201 STERNLY WY, 27260, SingleFamily, 2010, 9583, 2486, 143110
3787 SHADOW RIDGE DR, 27265, SingleFamily, , 1742, , 
416 CHESTER WOODS CT, 27262, SingleFamily, 1990, 5227, 1392, 108228
511-B E COMMERCE AV, , , , , , 
2601 W ENGLISH RD, , , , , , 
401 PLAYER DR, 27260, SingleFamily, 1948, 10454, 888, 43914
2316 SHADOW VALLEY RD, 27265, Condominium, 1974, , 1323, 75431
1499 E GREEN DR/HINES ST, , , , , , 
2903 MAGGIE CT, 27262, SingleFamily, 1995, 44867, 3565, 529098
2101 ARDEN PL, 27265, SingleFamily, 1989, 10454, 1208, 89904
1300 BRENTWOOD ST, 27260, SingleFamily, 1960, 82328, 12752, 548864
501 BARKER AV, 27262, SingleFamily, 1993, 5227, 1025, 51496
1722 WHITES MILL RD, , , , , , 
2419 DALLAS AV, 27265, SingleFamily, 1959, 9583, 962, 42477
107-A WOODBEND CT, , , , , , 
4626 GARDEN CLUB ST, 27265, SingleFamily, 2004, 10454, 3328, 230891
3735 VILLAGE SPRINGS DR, 27265, SingleFamily, 2005, 7405, 2788, 206475
713-B CHANDLER AV, 27262, MultiFamily2To4, 1955, 8680, 1676, 70130
2801 HACKNEY WY, 27282, SingleFamily, 1991, 26136, 3057, 329647
2107 WICKHAM AV, 27265, SingleFamily, 1986, 11761, 1138, 79131
905-B W GREEN DR, , , , , , 
1445-A WEST AV, 27262, SingleFamily, 1954, 5662, 1323, 67246
305 SNIDER ST, 27265, SingleFamily, 1946, 13068, 896, 46069
1500 FUTRELLE DR, 27262, SingleFamily, 1959, 11761, 1047, 59423
1204 S ELM ST, 27260, SingleFamily, 1910, 7405, 1096, 39294
209 GRICLAR ST, 27262, SingleFamily, 1953, 8276, 784, 38617
412 E DAYTON AV, 27262, SingleFamily, 1948, 13939, 1390, 56016
